PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
211,2023-07-05,15:13:05.94,3,4,"Player 10, Extra",1000115169,Right,TRA_HIG,"edson, ",,Undefined,HUN_BEA,Undefined,6,Bottom,2,3,0,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,77.08577,-1.309679,-3.383471,1980.760777,220.576728,1:15,5.34727,2.101,5.2134,-26.77053,22.32163,17.54135,1.88255,0.37762,69.48652,-6.336458,-0.280325,0.504287,61.65761,29.971531,153.253705,3764.574271,,,,,43.9161,,,-9.85107,12.08103,-1.80205,50,5.20694,5.89051,-111.47761,-3.33633,-12.20991,22.85388,-17.20021,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,1e295360-1b81-11ee-826f-79ff3899aa0b,74.74408,21.1052,,7.59925,,,,1.74878,1.90661,-0.40334,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:13:05.94,2023-07-05T15:13:05.9479396-07:00,2023-07-05T22:13:05.9479396Z,,v3,,,,,,Undefined,TRA_HIG,0a5d6d4c-dacd-4eea-b63a-4af09656562b,55.28103,-112.55506,11.42694,5.34512,-2.52542,-8.60011,-2.09333,6.46615,-6.10496,310.592883,1.74878,-69.95649,2.52551,0.5289,-0.12366,-0.06969,0.25629,-0.29173,0.13112,1.90661,45.17658,-23.80731,2.38781,-0.44688,-0.07315,0.34073,-0.3891,0.175,-0.40334,35.25528,-8.37713,1.21714,-0.21454,-0.11401,0.30473,-0.34105,0.153,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
212,2023-07-05,15:13:23.14,3,5,"Player 10, Extra",1000115169,Right,TRA_HIG,"edson, ",,Undefined,HUN_BEA,Undefined,6,Bottom,2,3,1,Undefined,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,77.25598,-1.64662,-4.503945,2019.912939,229.232188,1:45,5.27315,2.05634,5.37297,-30.18876,19.22725,19.88332,1.20849,-0.51792,68.72921,-7.325649,-0.981314,0.505947,,,,,,,,,,,,-11.51158,10.8026,-1.66642,50,5.10476,7.96508,-111.39262,-4.09351,-14.04451,25.41444,-18.99452,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,28740f90-1b81-11ee-826f-79ff3899aa0b,74.49876,,,8.52677,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:13:23.14,2023-07-05T15:13:23.1497060-07:00,2023-07-05T22:13:23.1497060Z,,v3,,,,,,Undefined,TRA_HIG,8a88c3b6-32ff-4a35-94a4-e9277b97b58c,55.11788,-112.55422,12.70722,5.27202,-3.22534,-9.49726,-2.04514,8.607,-7.02225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
213,2023-07-05,15:13:50.13,4,1,"Player 10, Extra",1000115169,Right,TRA_HIG,"Minnicucci, Aaron",1000223074,Right,HUN_BEA,Undefined,6,Bottom,2,0,0,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.37708,-0.185307,-3.289605,2196.436653,226.288429,1:30,5.23749,1.79078,5.30978,-25.0284,19.54178,18.48985,2.97757,0.24055,72.04953,-4.940962,-0.012919,0.4805,,,,,,,,,,,,-10.35493,10.32623,-1.50581,50,5.2035,5.94978,-117.50346,-1.12618,-14.03137,28.65151,-18.18156,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,387b7450-1b81-11ee-826f-79ff3899aa0b,78.44417,,,9.32755,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:13:50.13,2023-07-05T15:13:50.1375844-07:00,2023-07-05T22:13:50.1375844Z,,v3,,,,,,Undefined,TRA_HIG,a8b30b62-9034-4275-855f-15c0e7d1b5e0,55.18026,-118.75988,14.32575,5.23541,-0.32889,-9.09078,-1.78021,6.56508,-7.01569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
214,2023-07-05,15:14:18.78,4,2,"Player 10, Extra",1000115169,Right,TRA_HIG,"Minnicucci, Aaron",1000223074,Right,HUN_BEA,Undefined,6,Bottom,2,0,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.69957,0.737704,-3.997235,2072.607662,223.550588,1:30,5.28288,1.80547,5.1828,-25.25616,20.05922,17.35674,3.87398,-0.51495,71.7805,-4.039896,-0.933839,0.4845,,,,,,,,,,,,-9.92355,10.19445,-1.44706,50,5.33341,7.38225,-116.47861,0.74077,-13.31053,26.70551,-18.50018,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,498e2e90-1b81-11ee-826f-79ff3899aa0b,77.7965,,,8.91908,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:14:18.78,2023-07-05T15:14:18.7801444-07:00,2023-07-05T22:14:18.7801444Z,,v3,,,,,,Undefined,TRA_HIG,bfba77d6-4c9a-4d30-8ea0-6dd7bb32ef7e,55.30782,-117.68926,13.35276,5.28081,1.57945,-9.25009,-1.7954,7.98566,-6.65527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
215,2023-07-05,15:14:34.06,4,3,"Player 10, Extra",1000115169,Right,TRA_HIG,"Minnicucci, Aaron",1000223074,Right,HUN_BEA,Undefined,6,Bottom,2,1,1,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,81.11031,-0.884931,-3.587688,2196.286304,226.728793,1:30,5.2107,2.00447,5.31173,-23.82883,21.1745,20.43899,2.39269,0.33599,71.66859,-5.433976,0.033522,0.482829,62.01135,48.26097,134.09693,4040.536223,,,,,19.90516,,,-11.57001,11.44627,-1.69439,50,5.11424,6.47334,-117.07137,-2.50291,-15.50915,29.12554,-16.83076,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,52b15ab0-1b81-11ee-826f-79ff3899aa0b,78.06574,23.54199,,9.44172,,,,1.37129,2.33877,-0.3617,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:14:34.06,2023-07-05T15:14:34.0667236-07:00,2023-07-05T22:14:34.0667236Z,,v3,,,,,,Undefined,TRA_HIG,7d719008-ce3a-40a9-be13-21bca3889aac,55.18027,-118.35312,14.56277,5.20808,-1.76223,-8.41538,-1.99428,7.15587,-7.75458,319.007006,1.37435,-42.24933,-0.53323,,,,,,,2.34588,67.60204,-24.69398,,,,,,,-0.3565,43.29109,-8.26337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
216,2023-07-05,15:14:54.02,4,4,"Player 10, Extra",1000115169,Right,TRA_HIG,"Minnicucci, Aaron",1000223074,Right,HUN_BEA,Undefined,6,Bottom,2,1,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.68129,4.54792,0.069241,1881.770101,65.892661,8:15,4.93996,2.26799,4.98911,-56.52909,-1.06941,-6.58252,4.53242,1.78482,65.73917,-5.735677,-1.090386,0.535994,,,,,,,,,,,,3.25307,-1.31181,-2.26904,50,5.33291,0.13145,-105.04801,6.47185,3.60471,19.18094,-33.62767,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,5ea16270-1b81-11ee-826f-79ff3899aa0b,70.32246,,,6.94212,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:14:54.02,2023-07-05T15:14:54.0285284-07:00,2023-07-05T22:14:54.0285284Z,,v3,,,,,,Undefined,TRA_HIG,2ad62e35-db0c-4e09-a380-a0047eaaa0ed,55.5068,-106.04874,9.59047,4.94949,8.22631,-16.81384,-2.27099,-0.05661,1.80236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
217,2023-07-05,15:15:09.41,4,5,"Player 10, Extra",1000115169,Right,TRA_HIG,"Minnicucci, Aaron",1000223074,Right,HUN_BEA,Undefined,6,Bottom,2,2,2,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.01092,1.199644,-2.1778,2130.038053,221.97497,1:30,5.24477,2.1002,5.12915,-23.13745,21.07915,17.30257,4.44741,1.49012,72.36144,-3.218696,0.880521,0.478591,,,,,,,,,,,,-9.26438,10.47288,-1.90936,50,5.34071,3.72032,-118.40857,1.79676,-12.73023,29.37469,-17.78325,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,67b76f30-1b81-11ee-826f-79ff3899aa0b,78.75717,,,9.64949,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:15:09.41,2023-07-05T15:15:09.4135652-07:00,2023-07-05T22:15:09.4135652Z,,v3,,,,,,Undefined,TRA_HIG,346c7717-78ca-41c8-92f1-d38a4784f8b4,55.35896,-119.73063,14.68735,5.24183,2.59713,-8.89162,-2.0897,4.29326,-6.36512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
218,2023-07-05,15:15:24.18,4,6,"Player 10, Extra",1000115169,Right,TRA_HIG,"Minnicucci, Aaron",1000223074,Right,HUN_BEA,Undefined,6,Bottom,2,3,2,Undefined,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,77.20009,0.058108,-2.55024,2064.479359,219.610033,1:15,5.23439,2.17799,5.35507,-29.76746,19.27237,14.34658,2.80832,0.98029,68.94252,-5.548433,-0.003671,0.504018,81.12997,45.030476,-0.244181,4342.264874,109.97504,89.49273,2.33758,236.67513,233.09403,1.145773,4.944599,-8.12678,10.18548,-1.95945,50,5.21934,4.41,-111.66973,-0.76083,-10.005,24.80107,-19.63455,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,709491a0-1b81-11ee-826f-79ff3899aa0b,74.78395,93.47288,,8.25757,,,,1.97221,2.93823,-0.96904,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:15:24.18,2023-07-05T15:15:24.1868132-07:00,2023-07-05T22:15:24.1868132Z,FlyBall,v3,,,,,,Undefined,TRA_HIG,86f3ca85-9cd9-4967-b337-18effe704c31,55.13857,-112.8052,12.40054,5.23359,0.1381,-9.81727,-2.17184,4.86806,-5.0025,190.354507,1.97461,84.0264,-21.54022,6.10047,-0.98324,-0.01225,0.04288,-0.00761,0.00044,2.932,84.31146,-23.28133,2.40437,-0.59134,0.15802,-0.0242,0.00142,-1E-05,-0.96861,-0.36185,2.86957,-1.46235,0.39961,-0.05798,0.00046,0.00094,-8E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
219,2023-07-05,15:17:35.76,1,1,"dunham, ",,Undefined,HUN_BEA,"Player 14, Extra",1000115175,Right,TRA_HIG,Undefined,7,Top,0,0,0,Undefined,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.35953,-0.985136,-4.491627,1909.693087,213.385135,1:00,5.1704,2.74421,5.35213,-25.16919,20.2697,12.16158,2.1461,-0.46355,71.73331,-5.743443,-2.340541,0.48516,,,,,,,,,,,,-7.58327,10.97847,-2.34823,50,5.06439,8.59248,-115.94363,-2.73893,-10.08505,26.32809,-17.57366,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,bef432b0-1b81-11ee-826f-79ff3899aa0b,77.69072,,,8.62622,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:17:35.76,2023-07-05T15:17:35.7606244-07:00,2023-07-05T22:17:35.7606244Z,,v3,,,,,,Undefined,HUN_BEA,c425cd9f-767a-4395-9839-0ff330e3c9f8,55.13838,-117.10462,13.16405,5.16809,-1.96398,-8.78683,-2.73694,9.03721,-5.04253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
220,2023-07-05,15:17:49.07,1,2,"dunham, ",,Undefined,HUN_BEA,"Player 14, Extra",1000115175,Right,TRA_HIG,Undefined,7,Top,0,0,1,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,70.13571,2.885288,-1.751182,2471.206218,42.08821,7:30,5.49991,2.64379,5.10507,-72.86516,-12.85477,-13.64233,2.14985,-0.14352,63.35327,-10.308785,-4.164843,0.557551,,,,,,,,,,,,6.09174,-6.61087,-2.46774,50,5.71588,3.618,-101.44791,2.7342,6.1861,20.55064,-38.88733,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,c6f8f680-1b81-11ee-826f-79ff3899aa0b,67.60357,,,6.78244,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:17:49.07,2023-07-05T15:17:49.0750308-07:00,2023-07-05T22:17:49.0750308Z,,v3,,,,,,Undefined,HUN_BEA,aded21c2-8a5b-4a01-86a2-64461ecbc0a1,55.39315,-102.5346,10.27532,5.51694,4.7905,-19.44367,-2.65041,3.29089,3.09305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
221,2023-07-05,15:18:06.84,1,3,"dunham, ",,Undefined,HUN_BEA,"Player 14, Extra",1000115175,Right,TRA_HIG,Undefined,7,Top,0,0,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,70.85349,3.552816,-1.785973,2569.572829,106.15202,9:30,5.44857,2.85403,4.99185,-53.22629,6.59343,-14.24174,4.37341,-0.01957,62.7389,-6.248001,-4.292189,0.556665,,,,,,,,,,,,6.24874,2.68504,-2.67024,50,5.74925,3.74681,-102.11732,4.66539,6.37423,22.13107,-29.43507,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,d1877270-1b81-11ee-826f-79ff3899aa0b,67.71123,,,8.11459,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:18:06.84,2023-07-05T15:18:06.8406116-07:00,2023-07-05T22:18:06.8406116Z,,v3,,,,,,Undefined,HUN_BEA,d5837e80-4095-4db7-afb1-eb1bb695da8f,55.49688,-103.30175,11.06554,5.45741,6.24072,-14.71753,-2.86163,3.40567,3.18712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
222,2023-07-05,15:18:19.82,1,4,"dunham, ",,Undefined,HUN_BEA,"Player 14, Extra",1000115175,Right,TRA_HIG,Undefined,7,Top,0,1,2,Undefined,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,71.96801,1.338392,-2.060497,2528.065359,70.002711,8:15,5.57184,2.5503,5.2477,-58.09834,-1.54091,-10.0839,1.98904,-0.2271,64.98462,-9.260007,-3.848923,0.541273,85.81865,24.149133,2.71448,2913.756491,109.73961,41.42435,7.55888,282.03004,280.08165,5.929294,3.859754,4.33929,-0.67213,-2.35327,50,5.65185,4.12008,-104.15831,0.5992,4.65222,21.42165,-32.89463,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,d949af00-1b81-11ee-826f-79ff3899aa0b,69.63668,48.29029,,6.98339,,,,1.34699,1.97128,0.23328,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:18:19.82,2023-07-05T15:18:19.8235492-07:00,2023-07-05T22:18:19.8235492Z,LineDrive,v3,,,,,,Undefined,HUN_BEA,b9b59642-8389-4c2f-981e-49bc1a755648,55.24834,-105.23217,10.71082,5.58048,2.2482,-16.44732,-2.55396,3.88687,2.32611,192.539114,1.34678,114.72777,-20.92381,4.75147,-1.02965,0.21155,-0.03493,0.00344,-0.00012,1.97172,51.4823,-15.30539,0.58725,0.01241,-0.02378,0.00104,0.00135,-0.00019,0.23335,5.43756,1.26605,-0.3986,0.11458,-0.02947,0.00547,-0.00061,3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
223,2023-07-05,15:18:49.53,2,1,"dunham, ",,Undefined,HUN_BEA,"Player 15, Extra",1000115176,Right,TRA_HIG,Undefined,7,Top,1,0,0,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.55341,0.640682,-2.947551,1862.00228,211.642107,1:00,5.29294,2.49872,5.27594,-25.0495,19.6084,11.1067,3.80804,0.65349,72.63965,-4.070065,-0.981049,0.480973,,,,,,,,,,,,-6.40575,10.03469,-2.23775,50,5.33376,5.5297,-116.57596,0.54511,-8.72005,24.12152,-18.51399,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,eaefcfa0-1b81-11ee-826f-79ff3899aa0b,78.36706,,,7.91376,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:18:49.53,2023-07-05T15:18:49.5306596-07:00,2023-07-05T22:18:49.5306596Z,,v3,,,,,,Undefined,HUN_BEA,2a7b5fee-74ca-4247-be08-154cd9317d61,55.21615,-117.65032,12.06076,5.29112,1.36971,-9.257,-2.49269,5.91809,-4.36002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
224,2023-07-05,15:19:06.31,2,2,"dunham, ",,Undefined,HUN_BEA,"Player 15, Extra",1000115176,Right,TRA_HIG,Undefined,7,Top,1,0,1,Undefined,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.25812,-0.122171,-3.798298,2011.924649,245.655782,2:15,4.63689,3.29197,5.75362,-32.81183,12.41615,23.93442,1.7886,1.74561,71.8337,-6.245007,0.478693,0.484033,,,,,,,,,,,,-13.34009,6.81729,-2.99136,50,4.60696,6.69946,-114.82162,-1.23693,-17.634,23.21345,-23.1624,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,f4f1ea10-1b81-11ee-826f-79ff3899aa0b,77.87162,,,7.42442,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:19:06.31,2023-07-05T15:19:06.3191396-07:00,2023-07-05T22:19:06.3191396Z,,v3,,,,,,Undefined,HUN_BEA,0d2094d7-e837-4621-a537-eb8e53086ee5,54.74344,-115.77663,11.60673,4.63825,-0.28402,-11.5812,-3.2819,7.42492,-8.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
225,2023-07-05,15:19:19.28,2,3,"dunham, ",,Undefined,HUN_BEA,"Player 15, Extra",1000115176,Right,TRA_HIG,Undefined,7,Top,1,0,2,Undefined,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,72.89771,-0.048716,-2.277179,2523.173659,56.093875,7:45,5.78506,2.54699,4.7459,-62.50992,-5.77366,-12.00753,0.52967,-0.61457,65.57639,-11.294789,-4.391324,0.542128,,,,,,,,,,,,5.06469,-2.25055,-2.30662,50,5.72516,4.66029,-105.31952,-2.23565,5.49291,23.61627,-34.61488,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,fcb3b170-1b81-11ee-826f-79ff3899aa0b,69.52683,,,7.32131,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:19:19.28,2023-07-05T15:19:19.2890000-07:00,2023-07-05T22:19:19.2890000Z,,v3,,,,,,Undefined,HUN_BEA,f3b6c88d-b614-426b-b94a-fca4eb2e23d0,55.74998,-106.60106,11.80814,5.79551,-0.35726,-17.30744,-2.55143,4.36222,2.74645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.17926,,,0.952051,,,,5.69348,5.58353,-3.56195,72.20045,9.597,-52.56729,5.78355,73.89092,-4.30034,5.66826,16.8795,-13.36017,-3.75579,-57.65565,6.62913,High,High,High,,,High,Medium,High
226,2023-07-05,15:19:46.97,3,1,"dunham, ",,Undefined,HUN_BEA,"Player 16, Extra",1000115177,Right,TRA_HIG,Undefined,7,Top,2,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.3861,0.775069,-2.516336,2011.669659,214.85849,1:15,5.39795,2.6941,5.03557,-22.20501,22.47501,14.43119,4.27948,1.52127,72.42764,-3.45049,0.029111,0.481092,,,,,,,,,,,,-7.92705,11.29906,-2.46562,50,5.45544,4.52302,-117.59461,0.93548,-10.84027,27.16487,-16.72253,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,0d28f330-1b82-11ee-826f-79ff3899aa0b,78.34768,,,8.95846,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:19:46.97,2023-07-05T15:19:46.9796708-07:00,2023-07-05T22:19:46.9796708Z,,v3,,,,,,Undefined,HUN_BEA,01e4ddb8-00ec-4854-b603-de263d962771,55.45428,-118.84789,13.58244,5.39449,1.70699,-8.36126,-2.68583,5.02314,-5.42013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
227,2023-07-05,15:19:58.23,3,2,"dunham, ",,Undefined,HUN_BEA,"Player 16, Extra",1000115177,Right,TRA_HIG,Undefined,7,Top,2,1,0,Undefined,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.51387,-1.357127,-2.795815,1956.763515,208.408981,1:00,5.09208,2.68019,5.44328,-24.2743,19.07485,9.47327,1.79682,0.84988,73.70625,-5.920256,-1.11202,0.473873,,,,,,,,,,,,-5.66315,10.48394,-2.43985,50,4.95588,5.37778,-118.02775,-3.53319,-7.89024,25.04353,-17.56722,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,13e139d0-1b82-11ee-826f-79ff3899aa0b,79.54128,,,7.80762,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:19:58.23,2023-07-05T15:19:58.2346084-07:00,2023-07-05T22:19:58.2346084Z,,v3,,,,,,Undefined,HUN_BEA,fe606a2d-8d50-4455-b355-26511d9fcc7d,55.05169,-119.09481,12.52177,5.09048,-2.78468,-8.78361,-2.67615,5.71397,-3.94512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
228,2023-07-05,15:20:11.38,3,3,"dunham, ",,Undefined,HUN_BEA,"Player 16, Extra",1000115177,Right,TRA_HIG,Undefined,7,Top,2,1,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,75.03625,-1.378352,-3.096093,2000.992764,242.793899,2:00,5.13185,2.77081,5.59576,-37.35388,13.68717,22.93734,0.73004,1.78886,67.9378,-8.310373,0.998134,0.514199,,,,,,,,,,,,-12.74548,7.90032,-2.52107,50,4.98961,5.04441,-108.6631,-3.71197,-14.98284,22.02808,-22.88692,HUN_BEA,TRA_HIG,Huntington Beach HS,TeamExclusive,Team,20230705-Huntington Beach HS-Private-1,1bba80d0-1b82-11ee-826f-79ff3899aa0b,73.30322,,,7.09845,,,,,,,33025f6b-dd3f-4c61-9b00-26894243283a,2023-07-05,22:20:11.38,2023-07-05T15:20:11.3816932-07:00,2023-07-05T22:20:11.3816932Z,,v3,,,,,,Undefined,HUN_BEA,6b6581c3-4422-4c0f-b7db-0c9aecf7d48c,54.90156,-109.65224,11.01404,5.13322,-2.68427,-11.44346,-2.76268,5.71719,-7.49142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
